OID,ec5_uuid,created_at,uploaded_at,title,1_Name_of_the_data_c,2_Date_of_Data_colle,3_Girth_of_the_tree_,4_Time_of_Data_colle,5_Name_of_the_tree__,Lat,Long,accuracy_6_Please_add_locatio,UTM_Northing_6_Please_add_locatio,UTM_Easting_6_Please_add_locatio,UTM_Zone_6_Please_add_locatio,7_Height_of_the_tree,8_Type_of_tree,9_Type_of_tree,10_Whether_fruiting_,11_Whether_flowering,12_Type_of_Leaves,13_Please_take_a_pho,14_Please_click_the_,15_Health_of_the_tre,16_Whether_bird_nest,17_Canopy_cover,18_Any_other_comment
339,f1f1e251-a855-462b-91ae-a5b3c4f19849,2024-11-10T06:08:39.000Z,2024-11-10T07:53:10.000Z,f1f1e251-a855-462b-91ae-a5b3c4f19849,Vaishnavi Malpani,06-11-2000,30,11:37,PalmTree,18.457829,73.856674,4,2041220,379274,43Q,34,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f1f1e251-a855-462b-91ae-a5b3c4f19849_1731218894.jpg,,looks dry ,no,sparse,
340,11e87202-0974-4b74-94c6-0b3a38323fdb,2024-11-10T06:07:29.761Z,2024-11-10T06:27:06.000Z,11e87202-0974-4b74-94c6-0b3a38323fdb,Harshal,10-11-2024,40,11:36,Areca Palm,18.457781,73.85658,3,2041215,379264,43Q,2,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=11e87202-0974-4b74-94c6-0b3a38323fdb_1731218817.jpg,,Looks Good ,no,sparse,
341,da4ccf6e-94f3-48a2-bdc8-2eb358a6c872,2024-11-10T06:07:26.000Z,2024-11-10T06:22:56.000Z,da4ccf6e-94f3-48a2-bdc8-2eb358a6c872,Archana Kadam,10-11-2024,20,11:34,Fish tail palm,18.460676,73.852332,14,2041538,378817,43Q,7,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=da4ccf6e-94f3-48a2-bdc8-2eb358a6c872_1731218808.jpg,,Looks Good ,no,moderate,
342,bf1e2420-04e4-4fd0-abf5-d16f17426ea2,2024-11-10T06:07:21.000Z,2024-11-10T06:26:22.000Z,bf1e2420-04e4-4fd0-abf5-d16f17426ea2,Supriya Dipak Bakal,10-11-2024,45,11:35,Gulmohar tree,18.457843,73.856931,4,2041221,379301,43Q,16,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bf1e2420-04e4-4fd0-abf5-d16f17426ea2_1731218820.jpg,,Looks Good ,no,Dense,
343,59593ca5-4afa-4303-ac0d-d716b6b16445,2024-11-10T06:07:04.000Z,2024-11-10T06:22:28.000Z,59593ca5-4afa-4303-ac0d-d716b6b16445,Ketki Adkar,10-11-2024,120,11:32,Cuban royal palm,18.460727,73.852386,8,2041544,378823,43Q,5,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=59593ca5-4afa-4303-ac0d-d716b6b16445_1731218792.jpg,,Looks Good ,no,moderate,
344,17880ec3-3a10-4356-bf6b-38ce225c131b,2024-11-10T06:05:48.040Z,2024-11-10T06:27:04.000Z,17880ec3-3a10-4356-bf6b-38ce225c131b,Harshal,10-11-2024,30,11:34,Areca Palm,18.457813,73.856441,4,2041218,379249,43Q,4,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=17880ec3-3a10-4356-bf6b-38ce225c131b_1731218739.jpg,,Looks Good ,no,sparse,
345,632c76c0-0310-4983-a56f-6effd299e001,2024-11-10T06:05:23.000Z,2024-11-10T06:05:31.000Z,632c76c0-0310-4983-a56f-6effd299e001,Trupti Pundekar,10-11-2024,165,11:32,Palm tree,18.456489,73.854686,50,2041073,379063,43Q,120,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=632c76c0-0310-4983-a56f-6effd299e001_1731218693.jpg,,Looks Good ,no,sparse,Healthy
346,3e78c869-7537-4ecf-b1ac-5ebf8930d428,2024-11-10T06:05:15.000Z,2024-11-10T06:05:39.000Z,3e78c869-7537-4ecf-b1ac-5ebf8930d428,Sireesha,10-11-2024,60,11:33,eucalyptus,18.459881,73.85433,9,2041449,379028,43Q,10,Exotic ,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3e78c869-7537-4ecf-b1ac-5ebf8930d428_1731218700.jpg,,Looks Good ,no,sparse,
347,54d119de-21db-4da0-9766-6b9af0897038,2024-11-10T06:05:02.000Z,2024-11-10T06:05:11.000Z,54d119de-21db-4da0-9766-6b9af0897038,Shailesh Kumar,10-11-2024,45,11:33,Eucalyptus,18.456581,73.854586,6,2041083,379052,43Q,15,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=54d119de-21db-4da0-9766-6b9af0897038_1731218689.jpg,,Looks Good ,no,sparse,
348,f585ab69-79bc-4a0e-9412-0035c6cc3879,2024-11-10T06:04:42.000Z,2024-11-10T06:22:21.000Z,f585ab69-79bc-4a0e-9412-0035c6cc3879,Lakshita,10-11-2024,35,11:31,Flamboyant,18.461052,73.85289,3,2041579,378876,43Q,8,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f585ab69-79bc-4a0e-9412-0035c6cc3879_1731218664.jpg,,Looks Good ,no,sparse,
349,237ed0eb-6482-4ce6-b75c-c2de80204429,2024-11-10T06:04:40.000Z,2024-11-10T06:05:00.000Z,237ed0eb-6482-4ce6-b75c-c2de80204429,Rohit kumbhar,10-11-2024,40,11:32,Pipal tree,18.456547,73.855285,6,2041079,379126,43Q,15,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=237ed0eb-6482-4ce6-b75c-c2de80204429_1731218656.jpg,,Looks Good ,no,Dense,Very good
350,fc321805-01ef-459a-8187-99753541f358,2024-11-10T06:04:38.000Z,2024-11-10T06:12:59.000Z,fc321805-01ef-459a-8187-99753541f358,Vijay bohra,10-11-2024,25,11:33,Gulmohar,18.45795,73.856748,4,2041233,379282,43Q,5,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fc321805-01ef-459a-8187-99753541f358_1731218652.jpg,,looks dry ,no,sparse,Nil
351,bcbc9415-0fbf-4ab5-bc4b-fe2a07adbb6d,2024-11-10T06:04:36.000Z,2024-11-10T06:26:20.000Z,bcbc9415-0fbf-4ab5-bc4b-fe2a07adbb6d,Supriya Dipak Bakal,10-11-2024,45,11:33,Gulmohar tree,18.457859,73.856909,4,2041223,379299,43Q,15,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bcbc9415-0fbf-4ab5-bc4b-fe2a07adbb6d_1731218664.jpg,,Looks Good ,no,Dense,
352,dce72678-54b3-45d2-ab07-45afefe04b92,2024-11-10T06:04:34.000Z,2024-11-10T06:22:09.000Z,dce72678-54b3-45d2-ab07-45afefe04b92,Archana Kokare,10-11-2024,12,11:32,Ficus religiosa or Pimpal,18.459911,73.854167,10,2041452,379010,43Q,5,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=dce72678-54b3-45d2-ab07-45afefe04b92_1731218660.jpg,,Looks Good ,no,moderate,
353,6b7b9ad8-4291-4eb2-bbad-c618d9c76b4d,2024-11-10T06:04:29.145Z,2024-11-10T06:27:02.000Z,6b7b9ad8-4291-4eb2-bbad-c618d9c76b4d,Harshal,10-11-2024,40,11:33,Areca Palm,18.457799,73.856381,3,2041217,379243,43Q,4,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6b7b9ad8-4291-4eb2-bbad-c618d9c76b4d_1731218657.jpg,,Looks Good ,no,sparse,
354,77eb2251-1bbf-4cf4-b44e-cdf89c24fc6d,2024-11-10T06:03:05.000Z,2024-11-11T03:47:01.000Z,77eb2251-1bbf-4cf4-b44e-cdf89c24fc6d,Namala charanya,10-11-2024,50,11:31,Gulmohar,18.457851,73.856649,4,2041223,379271,43Q,7,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=77eb2251-1bbf-4cf4-b44e-cdf89c24fc6d_1731218570.jpg,,Looks Good ,Yes,moderate,
355,0456d4ce-dbdb-4776-8a02-699c575ecd2c,2024-11-10T06:02:44.720Z,2024-11-10T06:27:00.000Z,0456d4ce-dbdb-4776-8a02-699c575ecd2c,Harshal,10-11-2024,10,11:30,Bamboo,18.457872,73.855954,3,2041225,379198,43Q,12,Native,Deciduous ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0456d4ce-dbdb-4776-8a02-699c575ecd2c_1731218547.jpg,,Looks Good ,Yes,moderate,
356,a690c6a9-4c2f-450e-b98f-463f00af0671,2024-11-10T06:02:39.000Z,2024-11-10T06:02:45.000Z,a690c6a9-4c2f-450e-b98f-463f00af0671,Shailesh Kumar,10-11-2024,105,11:31,Eucalyptus,18.456623,73.854607,7,2041088,379055,43Q,20,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a690c6a9-4c2f-450e-b98f-463f00af0671_1731218544.jpg,,Looks Good ,no,sparse,
357,49e79f68-db22-4c43-92d6-368e44ce1626,2024-11-10T06:02:11.000Z,2024-11-10T06:04:53.000Z,49e79f68-db22-4c43-92d6-368e44ce1626,Rohit kumbhar,10-11-2024,90,11:30,Neem,18.456586,73.855322,3,2041083,379130,43Q,15,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=49e79f68-db22-4c43-92d6-368e44ce1626_1731218503.jpg,,Looks Good ,Yes,moderate,Very good
358,bdbc2981-e83e-4135-8445-25b09e59b2ad,2024-11-10T06:02:05.000Z,2024-11-10T06:05:37.000Z,bdbc2981-e83e-4135-8445-25b09e59b2ad,Sireesha,10-11-2024,25,11:29,Neem,18.459829,73.854277,9,2041443,379022,43Q,5,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bdbc2981-e83e-4135-8445-25b09e59b2ad_1731218466.jpg,,Looks Good ,no,sparse,
359,5b4731de-03a4-42da-8812-e8c538079668,2024-11-10T06:01:50.000Z,2024-11-10T07:40:28.000Z,5b4731de-03a4-42da-8812-e8c538079668,Manisha,10-11-2024,35,11:29,Neem,18.461105,73.852886,3,2041585,378876,43Q,9,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5b4731de-03a4-42da-8812-e8c538079668_1731218461.jpg,,looks dry ,no,sparse,Not healthy as usual.
360,bb2ce2c5-b570-4ab3-bb50-25b057bcecd4,2024-11-10T06:01:45.000Z,2024-11-10T06:20:58.000Z,bb2ce2c5-b570-4ab3-bb50-25b057bcecd4,Gayatri Deshpande,10-11-2024,50,11:30,African palm,18.459823,73.856857,4,2041441,379294,43Q,12,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bb2ce2c5-b570-4ab3-bb50-25b057bcecd4_1731218477.jpg,,Looks Good ,no,moderate,No
361,235dca53-1cfd-4abd-9633-4a32bdc37831,2024-11-10T06:01:42.000Z,2024-11-10T06:22:26.000Z,235dca53-1cfd-4abd-9633-4a32bdc37831,Ketki Adkar,10-11-2024,130,11:30,Jakaranda,18.460695,73.852461,5,2041540,378831,43Q,21,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=235dca53-1cfd-4abd-9633-4a32bdc37831_1731218488.jpg,,Looks Good ,no,moderate,
362,9ec9f86e-aec8-48c6-b619-4ee666efa5ba,2024-11-10T06:01:26.000Z,2024-11-10T06:26:18.000Z,9ec9f86e-aec8-48c6-b619-4ee666efa5ba,Supriya Dipak Bakal,10-11-2024,45,11:30,Gulmohar tree,18.457808,73.856584,3,2041218,379264,43Q,16,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9ec9f86e-aec8-48c6-b619-4ee666efa5ba_1731218475.jpg,,Looks Good ,no,Dense,
363,e97c4888-7c60-469e-9e6d-c8cf5010f4bc,2024-11-10T06:01:07.000Z,2024-11-10T06:12:57.000Z,e97c4888-7c60-469e-9e6d-c8cf5010f4bc,Vijay bohra,10-11-2024,35,11:29,Gulmohar,18.45793,73.856466,4,2041231,379252,43Q,10,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e97c4888-7c60-469e-9e6d-c8cf5010f4bc_1731218440.jpg,,Looks Good ,no,Dense,Nil
364,f2ccf1e6-9ffc-4921-ab7e-c921be7883c2,2024-11-10T06:01:03.000Z,2024-11-10T07:53:06.000Z,f2ccf1e6-9ffc-4921-ab7e-c921be7883c2,Vaishnavi Malpani,06-04-2000,28,11:30,Palm Tree,18.457788,73.855958,4,2041216,379198,43Q,36,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f2ccf1e6-9ffc-4921-ab7e-c921be7883c2_1731218453.jpg,,looks dry ,no,sparse,
365,f5ef1fc1-2d75-48ad-b4b2-13516bb66752,2024-11-10T06:00:51.000Z,2024-11-10T06:21:04.000Z,f5ef1fc1-2d75-48ad-b4b2-13516bb66752,Anoop kumar,10-11-2024,5,11:29,Asokam,18.459833,73.854118,3,2041444,379005,43Q,1,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f5ef1fc1-2d75-48ad-b4b2-13516bb66752_1731218424.jpg,,Looks Good ,no,moderate,Very small plant
366,2dd5927e-49f2-4f39-ae20-94c473d8454e,2024-11-10T06:00:41.000Z,2024-11-10T06:22:07.000Z,2dd5927e-49f2-4f39-ae20-94c473d8454e,Archana Kokare,10-11-2024,38,11:28,Indian Almond,18.459814,73.853786,4,2041442,378970,43Q,34,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2dd5927e-49f2-4f39-ae20-94c473d8454e_1731218382.jpg,,Looks Good ,no,moderate,
367,5b992f35-c9a1-415c-b7c9-ba2e6fc5b96e,2024-11-10T06:00:29.000Z,2024-11-10T07:17:45.000Z,5b992f35-c9a1-415c-b7c9-ba2e6fc5b96e,Yogesh,10-11-2024,65,11:29,Indian badam,18.459863,73.853931,2,2041447,378986,43Q,14,Native,Deciduous ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5b992f35-c9a1-415c-b7c9-ba2e6fc5b96e_1731218417.jpg,,Looks Good ,no,moderate,
368,d77404b2-3175-4dff-81f2-07a6ae098a41,2024-11-10T06:00:12.000Z,2024-11-10T06:22:24.000Z,d77404b2-3175-4dff-81f2-07a6ae098a41,Ketki Adkar,10-11-2024,150,11:26,Jakaranda,18.460714,73.852507,8,2041542,378836,43Q,22,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d77404b2-3175-4dff-81f2-07a6ae098a41_1731218355.jpg,,Looks Good ,no,moderate,
369,34601860-403d-473f-9ca1-abeacf0c541c,2024-11-10T06:00:11.000Z,2024-11-11T03:46:59.000Z,34601860-403d-473f-9ca1-abeacf0c541c,Namala charanya,10-11-2024,35,11:28,Areca palm,18.45783,73.856482,4,2041220,379253,43Q,9,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=34601860-403d-473f-9ca1-abeacf0c541c_1731218398.jpg,,Looks Good ,no,moderate,
370,1ed7b694-2181-4fad-8fb1-086af2139907,2024-11-10T06:00:07.000Z,2024-11-10T06:00:16.000Z,1ed7b694-2181-4fad-8fb1-086af2139907,Shailesh Kumar,10-11-2024,15,11:28,Eucalyptus,18.456683,73.854664,6,2041095,379061,43Q,10,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1ed7b694-2181-4fad-8fb1-086af2139907_1731218387.jpg,,Looks Good ,no,sparse,
371,f2e6fe69-3a2d-4501-a5dd-023c5ca1751d,2024-11-10T06:00:01.065Z,2024-11-10T06:26:58.000Z,f2e6fe69-3a2d-4501-a5dd-023c5ca1751d,Harshal,10-11-2024,40,11:29,Areca Palm,18.457785,73.855915,4,2041216,379194,43Q,4,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f2e6fe69-3a2d-4501-a5dd-023c5ca1751d_1731218391.jpg,,Looks Good ,no,sparse,
372,c86d0bf3-c099-42c4-ab62-8dcb14fdefde,2024-11-10T05:59:47.000Z,2024-11-10T06:00:03.000Z,c86d0bf3-c099-42c4-ab62-8dcb14fdefde,Rohit kumbhar,10-11-2024,90,11:28,Rain tree,18.456788,73.855043,4,2041106,379101,43Q,30,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c86d0bf3-c099-42c4-ab62-8dcb14fdefde_1731218366.jpg,,Looks Good ,no,Dense,Good
373,4403ee3a-91a5-480e-9ab1-ab1555253653,2024-11-10T05:59:29.000Z,2024-11-10T05:59:35.000Z,4403ee3a-91a5-480e-9ab1-ab1555253653,Souvic,10-11-2024,100,11:27,Coconut,18.460002,73.856608,8,2041461,379268,43Q,9,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4403ee3a-91a5-480e-9ab1-ab1555253653_1731218345.jpg,,Looks Good ,no,moderate,Shows coconut
374,7b7dfef7-7a63-4d89-bb2f-dbe03eb94514,2024-11-10T05:59:27.000Z,2024-11-10T07:40:26.000Z,7b7dfef7-7a63-4d89-bb2f-dbe03eb94514,Manisha,10-11-2024,120,11:25,Eucalyptus,18.461146,73.852954,4,2041590,378883,43Q,10,Exotic ,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7b7dfef7-7a63-4d89-bb2f-dbe03eb94514_1731218347.jpg,,Looks Good ,no,moderate,No
375,db96c52b-77d0-4c61-a0b3-25cac6bb079c,2024-11-10T05:59:20.000Z,2024-11-10T07:53:04.000Z,db96c52b-77d0-4c61-a0b3-25cac6bb079c,Vaishnavi Malpani,10-11-2000,38,11:28,Palm Tree,18.457771,73.855673,4,2041214,379168,43Q,40,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=db96c52b-77d0-4c61-a0b3-25cac6bb079c_1731218342.jpg,,looks dry ,no,sparse,
376,0313127d-aa88-48a9-9de9-2f201361b195,2024-11-10T05:59:10.000Z,2024-11-10T06:21:01.000Z,0313127d-aa88-48a9-9de9-2f201361b195,Nitin,10-11-2024,30,11:28,Coconut,18.459871,73.856772,4,2041446,379286,43Q,12,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0313127d-aa88-48a9-9de9-2f201361b195_1731218332.jpg,,Looks Good ,no,moderate,
377,d2eecf22-2c76-48ac-b9b9-a3b75445674a,2024-11-10T05:59:03.000Z,2024-11-10T05:59:09.000Z,d2eecf22-2c76-48ac-b9b9-a3b75445674a,Trupti Pundekar,10-11-2024,90,11:27,Rain tree,18.456786,73.854735,26,2041106,379068,43Q,125,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d2eecf22-2c76-48ac-b9b9-a3b75445674a_1731218321.jpg,,Looks Good ,no,moderate,Strong
378,22523334-2375-426c-bc9c-eae672655b1e,2024-11-10T05:58:52.000Z,2024-11-10T06:22:19.000Z,22523334-2375-426c-bc9c-eae672655b1e,Lakshita,10-11-2024,110,11:25,Palm,18.461101,73.852921,3,2041585,378880,43Q,8,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=22523334-2375-426c-bc9c-eae672655b1e_1731218314.jpg,,looks dry ,no,moderate,
379,14024f5a-51bc-44d9-ab51-a14e22f9ce9b,2024-11-10T05:58:32.000Z,2024-11-10T06:26:16.000Z,14024f5a-51bc-44d9-ab51-a14e22f9ce9b,Supriya Dipak Bakal,10-11-2024,40,11:27,Gulmohar tree,18.457796,73.856352,4,2041217,379240,43Q,15,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=14024f5a-51bc-44d9-ab51-a14e22f9ce9b_1731218298.jpg,,Looks Good ,no,Dense,
380,5b892836-40bc-4244-8ede-78fd199352c6,2024-11-10T05:58:25.000Z,2024-11-10T05:58:31.000Z,5b892836-40bc-4244-8ede-78fd199352c6,Shailesh Kumar,10-11-2024,45,11:27,Eucalyptus,18.456688,73.854613,6,2041095,379055,43Q,22,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5b892836-40bc-4244-8ede-78fd199352c6_1731218291.jpg,,Looks Good ,no,sparse,
381,b71b746b-9a56-4951-b0db-484d2047e2d5,2024-11-10T05:58:18.000Z,2024-11-10T06:20:56.000Z,b71b746b-9a56-4951-b0db-484d2047e2d5,Gayatri Deshpande,10-11-2024,179,11:27,African Palm Tree,18.459833,73.856917,5,2041442,379301,43Q,185,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b71b746b-9a56-4951-b0db-484d2047e2d5_1731218286.jpg,,Looks Good ,no,moderate,
382,b4098513-7b2b-4134-b1ae-da78385f3ac9,2024-11-10T05:58:03.000Z,2024-11-10T05:58:27.000Z,b4098513-7b2b-4134-b1ae-da78385f3ac9,Dattatraya Chaudhari,10-11-2024,500,11:26,Sirish,18.456785,73.855059,4,2041106,379102,43Q,95,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=b4098513-7b2b-4134-b1ae-da78385f3ac9_1731218261.jpg,,Looks Good ,Yes,Dense,
383,1006cba1-7ec4-4114-a0a9-fb4c6d3cd169,2024-11-10T05:58:02.000Z,2024-11-10T06:12:55.000Z,1006cba1-7ec4-4114-a0a9-fb4c6d3cd169,Vijay bohra,10-11-2024,30,11:26,Gulmohar,18.457915,73.856393,4,2041230,379244,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1006cba1-7ec4-4114-a0a9-fb4c6d3cd169_1731218264.jpg,,Looks Good ,no,Dense,Nil
384,1a9bc4ca-1a3e-444b-bf4c-a5337954da20,2024-11-10T05:57:59.063Z,2024-11-10T06:26:54.000Z,1a9bc4ca-1a3e-444b-bf4c-a5337954da20,Harshal,10-11-2024,40,11:26,Areca Palm,18.457784,73.855711,3,2041216,379172,43Q,4,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=1a9bc4ca-1a3e-444b-bf4c-a5337954da20_1731218269.jpg,,Looks Good ,no,sparse,
385,89262c2b-e08f-4e92-91f8-ab54fea4a046,2024-11-10T05:57:56.000Z,2024-11-10T06:22:05.000Z,89262c2b-e08f-4e92-91f8-ab54fea4a046,Archana Kokare,10-11-2024,144,11:25,Eucalyptus,18.459812,73.853787,4,2041441,378970,43Q,34,Native,Evergreen ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=89262c2b-e08f-4e92-91f8-ab54fea4a046_1731218262.jpg,,Looks Good ,no,moderate,
386,6a780696-1e5d-4f23-b41a-0b5bed7b8b34,2024-11-10T05:57:54.000Z,2024-11-10T06:05:34.000Z,6a780696-1e5d-4f23-b41a-0b5bed7b8b34,Sireesha,10-11-2024,50,11:20,Mimusops elengi or Spanish cherry,18.459851,73.853836,3,2041446,378975,43Q,17,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=6a780696-1e5d-4f23-b41a-0b5bed7b8b34_1731218234.jpg,,Looks Good ,Yes,moderate,
387,ba157ee8-f686-4006-9fe9-ca87383a70b6,2024-11-10T05:57:47.000Z,2024-11-11T03:46:56.000Z,ba157ee8-f686-4006-9fe9-ca87383a70b6,Namala charanya,10-11-2024,40,11:26,Areca palm,18.45789,73.856516,4,2041227,379257,43Q,10,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=ba157ee8-f686-4006-9fe9-ca87383a70b6_1731218250.jpg,,Looks Good ,no,moderate,
388,0fbcb22f-92bb-412b-83f0-8a0c53ea48e4,2024-11-10T05:57:47.000Z,2024-11-10T06:20:59.000Z,0fbcb22f-92bb-412b-83f0-8a0c53ea48e4,Nitin,10-11-2024,25,11:26,Nariyal,18.459881,73.856697,4,2041447,379278,43Q,12,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0fbcb22f-92bb-412b-83f0-8a0c53ea48e4_1731218253.jpg,,Looks Good ,no,sparse,
